Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
1-2288785450,NHS North Derbyshire Community Ophthalmology Service ,Independent,Hospitals ,2 Lindrick Way ,Barlborough ,Chesterfield ,S43 4XE,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,16/11/2017,Location,http://www.cqc.org.uk/location/1-2288785450,1-322264266,New Medical Systems Limited ,,BRAND Newmedica 
1-2335095984,Mapperley Park Clinic ,Independent,Hospitals ,395 Mansfield Road , ,Nottingham ,NG5 2DL,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-102643390,Lasercare Clinics (Harrogate) Limited ,BD114,BRAND SK:N Ltd 
1-233736027,St Andrew's Healthcare - Nottinghamshire ,Independent,Hospitals ,Sherwood Avenue ,Sherwood Oaks Business Park ,Mansfield ,NG18 4GW,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,15/08/2019,Location,http://www.cqc.org.uk/location/1-233736027,1-102643363,St Andrew's Healthcare ,BD179,BRAND St Andrew's Healthcare 
1-2369658361,Window to The Womb ,Independent,Hospitals ,Hanwell Medical Centre ,20 Church Road ,Hanwell ,W7 1DR,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Requires improvement,04/03/2019,Location,http://www.cqc.org.uk/location/1-2369658361,1-2248390302,London Scans Limited ,BD405,BRAND Window to The Womb 
1-2373927706,Nuffield Health Manchester Diagnostic Suite ,Independent,Hospitals ,City Labs ,Nelson Street ,Manchester ,M13 9NQ,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,26/11/2018,Location,http://www.cqc.org.uk/location/1-2373927706,1-102643516,Nuffield Health ,BD156,BRAND Nuffield Health 
1-238946688,Barlborough NHS Treatment Centre ,Independent,Hospitals ,2 Lindrick Way ,Barlborough ,Chesterfield ,S43 4XE,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,01/07/2015,Location,http://www.cqc.org.uk/location/1-238946688,1-116865921,Care UK Clinical Services Limited ,BD122,BRAND Care UK 
1-2416392686,The Nottingham Inhealth Specialist Imaging Centre ,Independent,Hospitals ,Nottingham City Hospital ,Hucknall Road ,Nottingham ,NG5 1PB,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,24/12/2018,Location,http://www.cqc.org.uk/location/1-2416392686,1-101634763,Inhealth Limited ,BD289,BRAND Inhealth Limited 
1-2424507661,Medical Arts for Cosmetic Surgery ,Independent,Hospitals ,"Unit 3, Wilmington Close ",Exchange Road ,Watford ,WD18 0AF,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,08/02/2019,Location,http://www.cqc.org.uk/location/1-2424507661,1-2136506944,Medical Arts for Cosmetic Surgery Limited ,,-
1-243264444,Brighton and Sussex Medical School Clinical Imaging Science Centre ,Independent,Hospitals ,University of Sussex , ,Brighton ,BN1 9RR,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,12/11/2018,Location,http://www.cqc.org.uk/location/1-243264444,1-127837012,University of Sussex (The) ,,-
1-2444342125,One Ashford Hospital ,Independent,Hospitals ,"Unit C, Kennington Road ",Willesborough ,Ashford ,TN24 0YS,Overall,Overall,Good,Good,Good,Good,Good,Good,05/09/2017,Location,http://www.cqc.org.uk/location/1-2444342125,1-2306619331,One Ashford Healthcare Limited ,,BRAND One Ashford Healthcare 
1-2467216855,SpaMedica-Wakefield ,Independent,Hospitals ,Unit 10 ,Silkwood Park ,Wakefield ,WF5 9AD,Overall,Overall,Good,Good,Outstanding,Good,Good,Good,08/04/2019,Location,http://www.cqc.org.uk/location/1-2467216855,1-101727990,SpaMedica Ltd ,,BRAND SpaMedica 
1-2480545622,East Point Vision @ James Paget University Hospital ,Independent,Hospitals ,James Paget Hospital ,"Lowestoft Road, Gorleston-on-Sea ",Great Yarmouth ,NR31 6LA,Overall,Overall,Good,Good,Good,Good,Good,Good,07/12/2017,Location,http://www.cqc.org.uk/location/1-2480545622,1-2467191467,East Point Vision LLP ,,-
1-250423066,The New Malden Diagnostic Centre ,Independent,Hospitals ,171 Clarence Avenue , ,New Malden ,KT3 3TX,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,15/11/2018,Location,http://www.cqc.org.uk/location/1-250423066,1-221226774,Harley Street Clinic @ The Groves LLP ,BD342,BRAND HCA Hospitals 
1-250814434,St. Michael’s Clinic ,Independent,Hospitals ,St. Michael’s Street , ,Shrewsbury ,SY1 2HE,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-112806543,Stephen Murdoch ,,-
1-2577561968,Princess Royal MRI Unit ,Independent,Hospitals ,The Princess Royal Hospital ,Lewes Road ,Haywards Heath ,RH16 4EX,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,29/03/2019,Location,http://www.cqc.org.uk/location/1-2577561968,1-125892620,Alliance Medical Limited ,BD242,BRAND Alliance Medical Limited 
1-2622925808,Connect Health Limited ,Independent,Primary Medical Services ,The Light Box ,"Q2 Quorum Business Park, Benton Lane ",Newcastle upon Tyne ,NE12 8EU,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-151592833,Connect Health Limited ,,-
1-263367960,CESP (North East) @ Nuffield Health Newcastle Hospital ,Independent,Hospitals ,"Nuffield Health, Newcastle Hospital ",Clayton Road ,Newcastle upon Tyne ,NE2 1JP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,08/06/2018,Location,http://www.cqc.org.uk/location/1-263367960,1-245710475,Consultant Eye Surgeons Partnership (North East) LLP ,,BRAND Consultant Eye Surgeons Partnership 
1-265470671,Probus Surgical Centre ,Independent,Hospitals ,Tregony Road ,Probus ,Truro ,TR2 4JZ,Overall,Overall,Good,Good,Requires improvement,Good,Good,Good,09/02/2017,Location,http://www.cqc.org.uk/location/1-265470671,1-239265751,Probus Surgery Limited ,,-
1-2727082046,Bromsgrove Private Clinic ,Independent,Hospitals ,27 New Road , ,Bromsgrove ,B60 2JL,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-2655729243,Elite Health Services Limited ,,-
1-2745185984,Spire Methley Park Hospital ,Independent,Hospitals ,Methley Lane ,Methley ,Leeds ,LS26 9HG,Overall,Overall,Good,Good,Good,Good,Good,Good,29/03/2017,Location,http://www.cqc.org.uk/location/1-2745185984,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745284068,Spire Dunedin Hospital ,Independent,Hospitals ,16 Bath Road , ,Reading ,RG1 6NS,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745329906,Spire Regency Hospital ,Independent,Hospitals ,West Street , ,Macclesfield ,SK11 8DW,Overall,Overall,Good,Good,Good,Good,Good,Good,16/02/2017,Location,http://www.cqc.org.uk/location/1-2745329906,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745411269,Spire Liverpool Hospital ,Independent,Hospitals ,57 Greenbank Road , ,Liverpool ,L18 1HQ,Overall,Overall,Good,Good,Good,Good,Good,Good,01/08/2019,Location,http://www.cqc.org.uk/location/1-2745411269,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745447408,Spire Clare Park Hospital ,Independent,Hospitals ,Clare Park , ,Farnham ,GU10 5XX,Overall,Overall,Good,Good,Good,Good,Good,Good,16/08/2018,Location,http://www.cqc.org.uk/location/1-2745447408,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745520585,Spire Windsor Clinic ,Independent,Hospitals ,Highbury Place ,30 Frances Road ,Windsor ,SL4 3AA,Overall,Overall,Good,Good,Not Yet Rated,Not Yet Rated,Good,Good,08/06/2017,Location,http://www.cqc.org.uk/location/1-2745520585,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745569338,Spire Thames Valley Hospital ,Independent,Hospitals ,Wexham Street ,Wexham ,Slough ,SL3 6NH,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,25/04/2017,Location,http://www.cqc.org.uk/location/1-2745569338,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745570008,Spire Hull & East Riding Hospital ,Independent,Hospitals ,Lowfield Road ,Anlaby ,Hull ,HU10 7AZ,Overall,Overall,Good,Good,Good,Good,Good,Good,15/11/2018,Location,http://www.cqc.org.uk/location/1-2745570008,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745680450,Spire Hesslewood Clinic ,Independent,Hospitals ,Hesslewood Country Office Park ,Ferriby Road ,Hessle ,HU13 0QF,Overall,Overall,Good,Good,Good,Good,Good,Good,22/11/2018,Location,http://www.cqc.org.uk/location/1-2745680450,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745680580,Spire Elland Hospital Including Longlands Consulting Rooms ,Independent,Hospitals ,Elland Lane , ,Elland ,HX5 9EB,Overall,Overall,Good,Good,Outstanding,Good,Good,Good,21/03/2017,Location,http://www.cqc.org.uk/location/1-2745680580,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-2745681065,Spire Fylde Coast Hospital ,Independent,Hospitals ,Fylde Coast Hospital ,St Walburgas Road ,Blackpool ,FY3 8BP,Overall,Overall,Good,Good,Good,Good,Good,Good,02/09/2019,Location,http://www.cqc.org.uk/location/1-2745681065,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-279528293,City Health Care Partnership CIC - Earls Court ,Independent,Hospitals ,"2 Earls Court, Priory Park East ",Henry Boot Way ,Hull ,HU4 7DY,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-191582971,City Health Care Partnership CIC ,,-
1-280144050,The Huntercombe Centre - Birmingham ,Independent,Hospitals ,Underhill Street ,Langley ,Oldbury ,B69 4SJ,Overall,Overall,Good,Good,Good,Good,Good,Good,28/07/2017,Location,http://www.cqc.org.uk/location/1-280144050,1-153367270,Huntercombe (Granby One) Limited ,BD192,BRAND Four Seasons 
1-281995856,Kings Medical Centre ,Independent,Hospitals ,King Edward Street ,Normanton , ,WF6 2AZ,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-243807725,Novus Health Limited ,,-
1-285685717,Beckside Court (1st Floor) ,Independent,Hospitals ,286 Bradford Road , ,Batley ,WF17 5PW,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-256729774,Locala Community Partnerships C.I.C. ,BD329,BRAND Locala 
1-285685801,Princess Royal Community Health Centre ,Independent,Hospitals ,Greenhead Road , ,Huddersfield ,HD1 4EW,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-256729774,Locala Community Partnerships C.I.C. ,BD329,BRAND Locala 
1-285809029,The London Eye Hospital ,Independent,Hospitals ,29a Wimpole Street , ,London ,W1G 8GP,Overall,Overall,Good,Good,Not Yet Rated,Not Yet Rated,Good,Requires improvement,12/04/2017,Location,http://www.cqc.org.uk/location/1-285809029,1-257813143,London Eye Hospital Limited ,,BRAND London Eye Hospital 
1-2860621857,Ecare Medical Eye Centre ,Independent,Hospitals ,13 St Helens Street ,Ipswich , ,IP4 1HE,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-322264266,New Medical Systems Limited ,,BRAND Newmedica 
1-2870050098,Core Care Family Practice Grimsby ,Independent, ,Cromwell Primary Care Centre ,Cromwell Road ,Grimsby ,DN31 2BH,Overall,Overall,Good,Good,Good,Good,Good,Good,29/06/2017,Location,http://www.cqc.org.uk/location/1-2870050098,, ,,BRAND Newmedica 
1-2873985334,The Hospital Group - Dolan Park Hospital ,Independent,Hospitals ,Stoney Lane ,Tardebigge ,Bromsgrove ,B60 1LY,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-2850567794,Combine Opco Limited ,BD116,BRAND The Hospital Group 
1-287491271,Suffolk GP Federation C.I.C. - Head Office ,Independent,Primary Medical Services ,Riverside Clinic ,2 Landseer Road ,Ipswich ,IP3 0AZ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,15/03/2019,Location,http://www.cqc.org.uk/location/1-287491271,1-140317426,Suffolk GP Federation C.I.C. ,,BRAND Suffolk GP Federation 
1-2876775293,Northampton PET/CT Centre ,Independent,Hospitals ,Northampton General Hospital NHS Trust ,Cliftonville ,Northampton ,NN1 5BD,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,24/12/2018,Location,http://www.cqc.org.uk/location/1-2876775293,1-125892620,Alliance Medical Limited ,BD242,BRAND Alliance Medical Limited 
1-2950121788,Wigan PET Centre ,Independent,Hospitals ,Royal Albert Edward Infirmary ,Wigan Lane ,Wigan ,WN1 2NN,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,19/02/2019,Location,http://www.cqc.org.uk/location/1-2950121788,1-125892620,Alliance Medical Limited ,BD242,BRAND Alliance Medical Limited 
1-2967210114,Essex Ultrasound & Medical Services Limited ,Independent,Hospitals ,Central Canvey Primary Care Centre ,Long Road ,Canvey Island ,SS8 0JA,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,18/01/2019,Location,http://www.cqc.org.uk/location/1-2967210114,1-2788775796,Essex Ultrasound & Medical Services Limited ,,-
1-297652203,Plym Bridge House ,Independent,Hospitals ,4 William Prance Road , ,Plymouth ,PL6 5ZD,Overall,Overall,Good,Good,Good,Outstanding,Good,Good,07/08/2018,Provider,http://www.cqc.org.uk/provider/1-271962340,1-271962340,Livewell Southwest CIC ,,-
1-297669418,Vision House ,Independent,Hospitals ,Gunco Lane , ,Macclesfield ,SK11 7JL,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-243269437,Eye Care Medical Limited ,,-
1-2983447637,Churchtown ,Independent,Hospitals ,32 Botanic Road , ,Southport ,PR9 7NG,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,21/03/2019,Location,http://www.cqc.org.uk/location/1-2983447637,1-2904289002,Bump of Churchtown Limited ,,-
1-298791257,Nottingham Citycare Partnership ,Independent,Hospitals ,North Cambridgeshire Hospital ,"1 Standard Court, Park Row ",Nottingham ,NG1 6GN,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,08/03/2017,Provider,http://www.cqc.org.uk/provider/1-186610815,1-186610815,Nottingham Citycare Partnership CIC ,,-
1-298932083,Caterham Dene Hospital ,Independent,Hospitals ,Church Road , ,Caterham ,CR3 5RA,Overall,Overall,Outstanding,Good,Good,Outstanding,Outstanding,Outstanding,18/08/2017,Provider,http://www.cqc.org.uk/provider/1-274331683,1-274331683,First Community Health & Care C.I.C. ,,BRAND First Community Health & Care 
1-299965642,ACES (Thetford) ,Independent,Hospitals ,Thetford Community Healthy Living Centre ,Croxton Road ,Thetford ,IP24 1JD,Overall,Overall,Good,Good,Good,Good,Good,Good,05/12/2017,Location,http://www.cqc.org.uk/location/1-299965642,1-158804030,Anglia Community Eye Service Limited ,,BRAND Anglia Community Eye Service 
1-302663389,CESP (Dorset & New Forest) @ Nuffield Health Bournemouth ,Independent,Hospitals ,67-71 Lansdowne Road , ,Bournemouth ,BH1 1RW,Overall,Overall,Good,Good,Good,Good,Good,Good,12/03/2018,Location,http://www.cqc.org.uk/location/1-302663389,1-246164788,Consultant Eye Surgeons Partnership (Dorset and New Forest) LLP ,,BRAND Consultant Eye Surgeons Partnership 
1-304870639,Bristol Community Health Headquarters ,Independent,Hospitals ,South Plaza ,Marlborough Street ,Bristol ,BS1 3NX,Overall,Overall,Good,Good,Good,Good,Good,Good,16/02/2017,Provider,http://www.cqc.org.uk/provider/1-296908348,1-296908348,Bristol Community Health C.I.C. ,,-
1-3069080822,Yorkshire Eye Specialists LLP @ Nuffield Health York Hospital ,Independent,Hospitals ,Haxby Road , ,York ,YO31 8TA,Overall,Overall,Good,Good,Good,Good,Good,Good,23/01/2019,Location,http://www.cqc.org.uk/location/1-3069080822,1-2872105547,Yorkshire Eye Specialists LLP ,,-
1-3075405928,Spire Manchester Hospital ,Independent,Hospitals ,170 Barlow Moor Road ,West Didsbury ,Manchester ,M20 2AF,Overall,Overall,Outstanding,Good,Good,Outstanding,Outstanding,Outstanding,24/06/2019,Location,http://www.cqc.org.uk/location/1-3075405928,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-3080822235,Walton Surgery ,Independent,Primary Medical Services ,301 High Street , ,Felixstowe ,IP11 9QL,Overall,Overall,Good,Good,Good,Good,Good,Good,17/09/2019,Location,http://www.cqc.org.uk/location/1-3080822235,1-140317426,Suffolk GP Federation C.I.C. ,,BRAND Suffolk GP Federation 
1-310911016,Castlewood ,Independent,Hospitals ,North Somerset Community Partnership ,Tickenham Road ,Clevedon ,BS21 6BD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,31/03/2017,Provider,http://www.cqc.org.uk/provider/1-293935970,1-293935970,North Somerset Community Partnership Community Interest Company ,,BRAND North Somerset Community Partnership 
1-310911397,North Somerset Community Hospital ,Independent,Hospitals ,Old Street , ,Clevedon ,BS21 6BS,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,31/03/2017,Provider,http://www.cqc.org.uk/provider/1-293935970,1-293935970,North Somerset Community Partnership Community Interest Company ,,BRAND North Somerset Community Partnership 
1-3125620676,Leatherhead Community Hospital ,Independent,Hospitals ,Poplar Road ,Leatherhead ,Leatherhead ,KT22 8SD,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-2682779938,G P Health Partners Ltd ,,-
1-315902682,Claremont Hospital ,Independent,Primary Medical Services ,401 Sandygate Road , ,Sheffield ,S10 5UB,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-302081610,Pioneer Health Care Limited ,,-
1-3221308946,Westmorland Alliance Medical Unit ,Independent,Hospitals ,Westmorland General Hospital ,Burton Road ,Kendal ,LA9 7RG,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Good,14/03/2019,Location,http://www.cqc.org.uk/location/1-3221308946,1-125892620,Alliance Medical Limited ,BD242,BRAND Alliance Medical Limited 
1-3222321660,Spire Nottingham Hospital ,Independent,Hospitals ,Tollerton Lane ,Tollerton ,Nottingham ,NG12 4GA,Overall,Overall,Outstanding,Good,Good,Good,Outstanding,Outstanding,01/06/2018,Location,http://www.cqc.org.uk/location/1-3222321660,1-102643305,Spire Healthcare Limited ,BD134,BRAND Spire Healthcare Limited 
1-3260031493,Optegra Community Ophthalmology Service at Boots Palmers Green ,Independent,Hospitals ,248 Green Lanes , ,London ,N13 5TU,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-101725155,Optegra UK Limited ,,BRAND Optegra 
1-3264220675,Day Surgery Unit ,Independent,Hospitals ,Yeovil District Hospital ,Higher Kingston ,Yeovil ,BA21 4AT,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,08/08/2018,Location,http://www.cqc.org.uk/location/1-3264220675,1-3256040454,Daycase UK LLP ,,BRAND Daycase UK 
1-327889411,Tollgate Clinic ,Independent,Hospitals ,145 London Road ,Stanway ,Colchester ,CO3 8NZ,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-224105699,Tollgate Clinic Ltd ,,-
1-330069999,Lady Mcadden Breast Screening Unit ,Independent,Hospitals ,"Lady Mcadden Breast Screening Unit, First Floor ",Hillborough RD ,Westcliff on Sea ,SS0 0SG,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Requires improvement,21/02/2019,Location,http://www.cqc.org.uk/location/1-330069999,1-328553022,Lady Mcadden's Breast Screening Trust ,,-
1-3309657519,University of Derby Clinical Services ,Independent,Hospitals ,"University of Derby, Clinical Skills Suite ",Kedleston Road ,Derby ,DE22 1GB,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Requires improvement,08/02/2019,Location,http://www.cqc.org.uk/location/1-3309657519,1-2920459355,University of Derby ,,-
