YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RJZ01,King's College Hospital,RJZ,King's College Hospital NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,748,0,0,0
201912,Current Month,R0A09,Trafford General Hospital,R0A,Manchester University NHS Foundation Trust ,3,Non-obstetric Ultrasound,5433,4,0,0.07
201912,Current Month,RHQNG,Northern General Hospital,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,3029,0,0,0
201912,Current Month,RBSA2,Dewi Jones Unit,RBS,Alder Hey Children's NHS Foundation Trust ,12,Colonoscopy,1,0,0,0
201912,Current Month,RK5BC,Kings Mill Hospital,RK5,Sherwood Forest Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,1471,1,0,0.07
201912,Current Month,,,AGA,Westcliffe Health Innovations Ltd ,16,Total,163,0,0,0
201912,Current Month,1-128766799,BMI Goring Hall Hospital,NT417,BMI - Goring Hall Hospital ,16,Total,46,0,0,0
201912,Current Month,RJ230,Queen Mary's Hospital,RJ2,Lewisham and Greenwich NHS Trust ,10,Respiratory physiology - Sleep Studies,49,1,0,2.04
201912,Current Month,RN7ED,Erith & District Hospital,RN7,Dartford and Gravesham NHS Trust ,1,Magnetic Resonance Imaging,1049,2,0,0.19
201912,Current Month,RVY01,Southport & Formby District General Hospital,RVY,Southport and Ormskirk Hospital NHS Trust ,16,Total,2573,37,8,1.44
201912,Current Month,RTP02,Crawley Hospital,RTP,Surrey and Sussex Healthcare NHS Trust ,2,Computed Tomography,741,0,0,0
201912,Current Month,,,DK6,Surgimed Healthcare Ltd ,3,Non-obstetric Ultrasound,6,0,0,0
201912,Current Month,RBZ83,Sidmouth Hospital,RBZ,Northern Devon Healthcare NHS Trust ,10,Respiratory physiology - Sleep Studies,11,1,0,9.09
201912,Current Month,RDR1R,Arundel and District Hospital,RDR,Sussex Community NHS Foundation Trust ,5,DEXA Scan,159,0,0,0
201912,Current Month,RTR45,Friarage Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,55,28,17,50.91
201912,Current Month,R1K02,Central Middlesex Hospital,R1K,London North West University Healthcare NHS Trust ,14,Cystoscopy,156,8,0,5.13
201912,Current Month,RTE03,Gloucestershire Royal Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust ,4,Barium Enema,113,1,0,0.88
201912,Current Month,R0B0Q,South Tyneside General Hospital,R0B,South Tynside and Sunderland NHS Foundation Trust ,14,Cystoscopy,383,0,0,0
201912,Current Month,RCD02,Ripon and District Community Hospital,RCD,Harrogate and District NHS Foundation Trust ,7,Cardiology - Echocardiography,38,0,0,0
201912,Current Month,RTFDJ,Alnwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,7,Cardiology - Echocardiography,613,3,0,0.49
201912,Current Month,RHU03,Queen Alexandra Hospital,RHU,Portsmouth Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,111,2,0,1.8
201912,Current Month,RN541,Royal Hampshire County Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,4,Barium Enema,56,10,0,17.86
201912,Current Month,RTFDU,Haltwhistle War Memorial Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,5,DEXA Scan,431,1,0,0.23
201912,Current Month,1-128758569,BMI The Alexandra Hospital,NT401,BMI - The Alexandra Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RBZ98,Torrington Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,3,Non-obstetric Ultrasound,596,0,0,0
201912,Current Month,RH836,Crediton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,74,17,1,22.97
201912,Current Month,REN20,The Clatterbridge Cancer Centre,REN,The Clatterbridge Cancer Centre NHS Foundation Trust ,1,Magnetic Resonance Imaging,3,0,0,0
201912,Current Month,RJ867,Stratton Hospital,RJ8,Cornwall Partnership NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,28,1,0,3.57
201912,Current Month,RA219,Haslemere Hospital,RA2,Royal Surrey County Hospital NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,31,28,8,90.32
201912,Current Month,RJ611,Croydon University Hospital,RJ6,Croydon Health Services NHS Trust ,5,DEXA Scan,246,0,0,0
201912,Current Month,1-2745569338,Spire Thames Valley Hospital,NT343,Spire Thames Valley Hospital ,3,Non-obstetric Ultrasound,1,0,0,0
201912,Current Month,R0A09,Trafford General Hospital,R0A,Manchester University NHS Foundation Trust ,4,Barium Enema,11,0,0,0
201912,Current Month,R0B0Q,South Tyneside General Hospital,R0B,South Tynside and Sunderland NHS Foundation Trust ,16,Total,7522,72,1,0.96
201912,Current Month,,,NKO,Yorkshire Health Solutions Ltd ,3,Non-obstetric Ultrasound,232,0,0,0
201912,Current Month,RYR14,Southlands Hospital,RYR,Western Sussex Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,108,12,0,11.11
201912,Current Month,RVV01,William Harvey Hospital,RVV,East Kent Hospitals University NHS Foundation Trust ,15,Gastroscopy,412,6,0,1.46
201912,Current Month,RVWAE,University Hospital of North Tees,RVW,North Tees and Hartlepool NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,19,0,0,0
201912,Current Month,RBN03,Newton Community Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,10,Respiratory physiology - Sleep Studies,8,0,0,0
201912,Current Month,RBQHQ,Liverpool Heart and Chest Hospital,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust ,1,Magnetic Resonance Imaging,496,217,30,43.75
201912,Current Month,RXH42,Worthing Hospital Dixon Ward,RXH,Brighton and Sussex University Hospitals NHS Trust ,13,Flexi Sigmoidoscopy,344,185,84,53.78
201912,Current Month,RYV03,Princess of Wales Hospital,RYV,Cambridgeshire Community Services NHS Trust ,16,Total,430,80,1,18.6
201912,Current Month,RDDH1,Orsett Hospital,RDD,Basildon and Thurrock University Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,115,5,0,4.35
201912,Current Month,1-128767043,BMI Mount Alvernia Hospital,NT455,BMI Mount Alvernia Hospital ,2,Computed Tomography,8,0,0,0
201912,Current Month,1-138502307,Park Hill Hospital,NVC14,Park Hill Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,1-128733123,Springfield Hospital,NVC18,Springfield Hospital ,3,Non-obstetric Ultrasound,21,0,0,0
201912,Current Month,RBZ92,Holsworthy Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,11,Urodynamics - Pressures & Flows,43,25,9,58.14
201912,Current Month,RRF53,Wrightington Hospital,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",14,Cystoscopy,157,2,0,1.27
201912,Current Month,RY2X1,Bridgewater CHCFT Prestwich Dental Clinic,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,6,Audiology - Audiology Assessments,103,1,0,0.97
201912,Current Month,1-115574458,Nuffield Health Derby Hospital,NT213,"Nuffield Health, Derby Hospital ",15,Gastroscopy,0,0,0,0
201912,Current Month,RF4DG,King George Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",15,Gastroscopy,251,7,0,2.79
201912,Current Month,RYJ02,Charing Cross Hospital,RYJ,Imperial College Healthcare NHS Trust ,5,DEXA Scan,424,0,0,0
201912,Current Month,RP401,Great Ormond Street Hospital,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust ,5,DEXA Scan,26,1,0,3.85
201912,Current Month,1-129798190,Spire Harpenden Hospital,NT316,Spire Harpenden Hospital ,16,Total,119,0,0,0
201912,Current Month,RJN63,Congleton War Memorial Hospital,RJN,East Cheshire NHS Trust ,14,Cystoscopy,3,0,0,0
201912,Current Month,RYJ04,Queen Charlottes and Chelsea Hospital,RYJ,Imperial College Healthcare NHS Trust ,12,Colonoscopy,7,0,0,0
201912,Current Month,RAS02,Mount Vernon Hospital,RAS,The Hillingdon Hospitals NHS Foundation Trust ,12,Colonoscopy,344,0,0,0
201912,Current Month,RJR05,The Countess of Chester Hospital,RJR,Countess of Chester Hospital NHS Foundation Trust ,15,Gastroscopy,384,155,67,40.36
201912,Current Month,RBZ95,Bideford Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,1,Magnetic Resonance Imaging,366,4,0,1.09
201912,Current Month,RRV60,The Royal London Hospital for Integrated Medicine,RRV,University College London Hospitals NHS Foundation Trust ,15,Gastroscopy,351,138,25,39.32
201912,Current Month,1-128766799,BMI Goring Hall Hospital,NT417,BMI - Goring Hall Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RAL01,The Royal Free Hospital,RAL,Royal Free London NHS Foundation Trust ,7,Cardiology - Echocardiography,480,0,0,0
201912,Current Month,RDRC9,Crowborough War Memorial Hospital,RDR,Sussex Community NHS Foundation Trust ,5,DEXA Scan,159,0,0,0
201912,Current Month,RNNBF,Brampton War Memorial Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,3,Non-obstetric Ultrasound,2435,361,0,14.83
201912,Current Month,RYJ07,Western Eye Hospital,RYJ,Imperial College Healthcare NHS Trust ,16,Total,14073,236,12,1.68
201912,Current Month,RTP04,East Surrey Hospital,RTP,Surrey and Sussex Healthcare NHS Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RJ122,St Thomas' Hospital,RJ1,Guy's and St Thomas' NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,333,36,1,10.81
201912,Current Month,RLQ06,Leominster Community Hospital,RLQ,Wye Valley NHS Trust ,15,Gastroscopy,60,0,0,0
201912,Current Month,RWH04,Mount Vernon Cancer Centre,RWH,East and North Hertfordshire NHS Trust ,13,Flexi Sigmoidoscopy,193,0,0,0
201912,Current Month,RHU04,Petersfield Hospital,RHU,Portsmouth Hospitals NHS Trust ,3,Non-obstetric Ultrasound,2100,36,1,1.71
201912,Current Month,RY2X1,Bridgewater CHCFT Prestwich Dental Clinic,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,16,Total,103,1,0,0.97
201912,Current Month,RK935,South Hams Hospital (Kingsbridge Hospital),RK9,University Hospitals Plymouth NHS Trust ,14,Cystoscopy,36,7,2,19.44
201912,Current Month,RTFDH,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,1,Magnetic Resonance Imaging,1560,9,0,0.58
201912,Current Month,RYR16,St Richard's Hospital,RYR,Western Sussex Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,59,5,0,8.47
201912,Current Month,1-2745680580,Spire Elland Hospital Including Longlands Consulting Rooms,NT348,Spire Elland Hospital ,16,Total,394,0,0,0
201912,Current Month,1-4151729297,West Valley Hospital,NVC0M,Ramsay Croydon Day Hospital ,15,Gastroscopy,9,0,0,0
201912,Current Month,RRV03,University College Hospital & Elizabeth Garrett Anderson Wing,RRV,University College London Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,126,51,17,40.48
201912,Current Month,RXF10,Dewsbury and District Hospital,RXF,The Mid Yorkshire Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1159,2,0,0.17
201912,Current Month,1-5623728698,Christchurch Family Medical Centre,NWV,GP Care UK Ltd ,16,Total,802,6,0,0.75
201912,Current Month,RP610,Moorfields at Ealing,RP6,Moorfields Eye Hospital NHS Foundation Trust ,1,Magnetic Resonance Imaging,97,0,0,0
201912,Current Month,,,RV5,,1,Magnetic Resonance Imaging,0,0,0,0
201912,Current Month,RWEAK,Leicester General Hospital,RWE,University Hospitals of Leicester NHS Trust ,5,DEXA Scan,672,0,0,0
201912,Current Month,1-106389976,Cobham Day Surgery,NVM,Epsomedical Group ,6,Audiology - Audiology Assessments,1,0,0,0
201912,Current Month,RRVRN,Royal National Throat Nose & Ear Hospital,RRV,University College London Hospitals NHS Foundation Trust ,15,Gastroscopy,351,138,25,39.32
201912,Current Month,RWA16,Castle Hill Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1953,0,0,0
201912,Current Month,RXG10,Fieldhead Hospital,RXG,South West Yorkshire Partnership NHS Foundation Trust ,6,Audiology - Audiology Assessments,78,0,0,0
201912,Current Month,RNA04,Corbett Hospital,RNA,The Dudley Group NHS Foundation Trust ,2,Computed Tomography,894,2,1,0.22
201912,Current Month,RWP50,Worcestershire Royal Hospital,RWP,Worcestershire Acute Hospitals NHS Trust ,16,Total,6542,331,111,5.06
201912,Current Month,RVV02,Buckland Hospital,RVV,East Kent Hospitals University NHS Foundation Trust ,7,Cardiology - Echocardiography,773,3,0,0.39
201912,Current Month,RMC98,Bolton One,RMC,Bolton NHS Foundation Trust ,12,Colonoscopy,485,9,0,1.86
201912,Current Month,RA301,Weston General Hospital,RA3,Weston Area Health NHS Trust ,6,Audiology - Audiology Assessments,45,1,0,2.22
201912,Current Month,RNNCB,Cockermouth Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,5,DEXA Scan,226,4,0,1.77
201912,Current Month,RA224,Milford Hospital,RA2,Royal Surrey County Hospital NHS Foundation Trust ,15,Gastroscopy,144,6,2,4.17
201912,Current Month,RWDLD,Johnson Community Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,1,Magnetic Resonance Imaging,1399,1,0,0.07
201912,Current Month,R0B1G,University Hospital Durham,R0B,South Tynside and Sunderland NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,110,0,0,0
201912,Current Month,RRF54,Thomas Linacre Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",7,Cardiology - Echocardiography,798,2,0,0.25
201912,Current Month,RH854,Honiton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust ,14,Cystoscopy,20,7,2,35
201912,Current Month,RJC04,Ellen Badger Hospital,RJC,South Warwickshire NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,36,0,0,0
201912,Current Month,RTR03,East Cleveland Primary Care Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,5,DEXA Scan,138,0,0,0
201912,Current Month,1-128766841,BMI The Harbour Hospital,NT419,BMI - The Harbour Hospital ,1,Magnetic Resonance Imaging,20,0,0,0
201912,Current Month,1-153773206,Milton Keynes MRI Centre,NV1,InHealth Ltd ,13,Flexi Sigmoidoscopy,204,3,0,1.47
201912,Current Month,RAX01,Kingston Hospital,RAX,Kingston Hospital NHS Foundation Trust ,7,Cardiology - Echocardiography,633,520,321,82.15
201912,Current Month,1-128766862,BMI The Highfield Hospital,NT420,BMI - The Highfield Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RBL14,Arrowe Park Hospital,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,2213,0,0,0
201912,Current Month,RCBNH,Bridlington Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,6,Audiology - Audiology Assessments,537,1,1,0.19
201912,Current Month,RTH19,Chipping Norton Hospital Unit,RTH,Oxford University Hospitals NHS Foundation Trust ,3,Non-obstetric Ultrasound,3953,0,0,0
201912,Current Month,RTP02,Crawley Hospital,RTP,Surrey and Sussex Healthcare NHS Trust ,7,Cardiology - Echocardiography,197,0,0,0
201912,Current Month,RWH20,Queen Elizabeth II Hospital,RWH,East and North Hertfordshire NHS Trust ,15,Gastroscopy,440,0,0,0
201912,Current Month,RXL06,Clifton Hospital,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,71,1,0,1.41
201912,Current Month,RT5YL,St Luke's Hospital,RT5,Leicestershire Partnership NHS Trust ,16,Total,322,0,0,0
201912,Current Month,RXH09,Princess Royal Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,1,Magnetic Resonance Imaging,1665,126,55,7.57
201912,Current Month,RYJ02,Charing Cross Hospital,RYJ,Imperial College Healthcare NHS Trust ,3,Non-obstetric Ultrasound,5397,176,0,3.26
201912,Current Month,RYYAX,Ramsgate NHS Dental Access Centre,RYY,Kent Community Health NHS Foundation Trust ,16,Total,290,2,0,0.69
201912,Current Month,RXP09,Peterlee Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,7,Cardiology - Echocardiography,1037,0,0,0
201912,Current Month,RXWAT,The Princess Royal Hospital,RXW,Shrewsbury and Telford Hospital NHS Trust ,15,Gastroscopy,301,4,2,1.33
201912,Current Month,RAL80,Hadley Wood Hospital (Private),RAL,Royal Free London NHS Foundation Trust ,6,Audiology - Audiology Assessments,192,0,0,0
201912,Current Month,RJC03,Stratford Hospital,RJC,South Warwickshire NHS Foundation Trust ,12,Colonoscopy,155,3,0,1.94
201912,Current Month,RNNBF,Brampton War Memorial Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust ,6,Audiology - Audiology Assessments,280,0,0,0
201912,Current Month,RBK02,Manor Hospital,RBK,Walsall Healthcare NHS Trust ,2,Computed Tomography,638,19,0,2.98
201912,Current Month,RP604,Moorfields at St George's,RP6,Moorfields Eye Hospital NHS Foundation Trust ,2,Computed Tomography,12,0,0,0
201912,Current Month,RX1RA,Queen's Medical Centre,RX1,Nottingham University Hospitals NHS Trust ,6,Audiology - Audiology Assessments,570,32,1,5.61
201912,Current Month,1-118024670,Benenden Hospital,NWF01,Benenden Hospital ,13,Flexi Sigmoidoscopy,0,0,0,0
201912,Current Month,RDYEG,Westhaven Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,15,Gastroscopy,52,0,0,0
201912,Current Month,RXR50,Pendle Community Hospital,RXR,East Lancashire Hospitals NHS Trust ,1,Magnetic Resonance Imaging,761,0,0,0
201912,Current Month,R0A02,Manchester Royal Infirmary,R0A,Manchester University NHS Foundation Trust ,12,Colonoscopy,681,19,2,2.79
201912,Current Month,RET20,The Walton Centre,RET,The Walton Centre NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,279,0,0,0
201912,Current Month,RTH19,Chipping Norton Hospital Unit,RTH,Oxford University Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,162,3,0,1.85
201912,Current Month,RAS01,The Hillingdon Hospital,RAS,The Hillingdon Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,65,0,0,0
201912,Current Month,RWG03,St Albans City Hospital,RWG,West Hertfordshire Hospitals NHS Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,1-115574877,Nuffield Health York Hospital,NT245,"Nuffield Health, York Hospital ",2,Computed Tomography,2,0,0,0
201912,Current Month,1-115971045,Vista Diagnostics Limited,NV1,InHealth Ltd ,3,Non-obstetric Ultrasound,2673,7,0,0.26
201912,Current Month,RDU50,Wexham Park Hospital,RDU,Frimley Health NHS Foundation Trust ,6,Audiology - Audiology Assessments,416,0,0,0
201912,Current Month,RK922,Tavistock Hospital,RK9,University Hospitals Plymouth NHS Trust ,7,Cardiology - Echocardiography,524,0,0,0
201912,Current Month,RLQ06,Leominster Community Hospital,RLQ,Wye Valley NHS Trust ,12,Colonoscopy,71,0,0,0
201912,Current Month,RM301,Salford Royal Hospital,RM3,Salford Royal NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,62,0,0,0
201912,Current Month,RXPCC,Chester LE Street Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,1,Magnetic Resonance Imaging,1001,0,0,0
201912,Current Month,RXP09,Peterlee Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,6,Audiology - Audiology Assessments,71,0,0,0
201912,Current Month,RR814,Seacroft Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,383,0,0,0
201912,Current Month,RXR70,Clitheroe Community Hospital,RXR,East Lancashire Hospitals NHS Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RP606,Moorfields at Northwick Park,RP6,Moorfields Eye Hospital NHS Foundation Trust ,2,Computed Tomography,12,0,0,0
201912,Current Month,RA979,Totnes Hospital,RA9,Torbay and South Devon NHS Foundation Trust ,14,Cystoscopy,4,3,2,75
201912,Current Month,RYYC8,Sittingbourne Minor Injuries Unit,RYY,Kent Community Health NHS Foundation Trust ,16,Total,290,2,0,0.69
